"","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","plot_label"
"A_21_P0011639",0.83908455,3.407071675,2.50612952974949,0.0404041044892462,0.0404041044892462,-4.25498066695664,"XLOC_l2_006027","XLOC_l2_006027"
"A_21_P0012539",1.0353993,2.821975575,2.50460767911589,0.0404944551726097,0.0404944551726097,-4.25530444029456,"XLOC_l2_010226","XLOC_l2_010226"
"A_33_P3508717",-0.757615749999999,8.540664625,-2.50376267260829,0.0405447122359611,0.0405447122359611,-4.25548427904537,"LOC729678","LOC729678"
"A_33_P3350306",-0.624565975,3.5923032875,-2.50367994811089,0.0405496357592112,0.0405496357592112,-4.25550188735875,"ZNF589","ZNF589"
"A_33_P3676515",0.86613755,5.8963233,2.50343048664397,0.0405644867174744,0.0405644867174744,-4.25555498909421,"SSR4P1","SSR4P1"
"A_33_P3218490",1.56126785,3.544465025,2.50221109833895,0.0406371601560642,0.0406371601560642,-4.25581461190228,"LOC100128226","LOC100128226"
"A_33_P3385516",1.188793725,2.5774513125,2.50218692494771,0.0406386022043265,0.0406386022043265,-4.25581975967405,"CBLN4","CBLN4"
"A_21_P0000466",1.258908675,2.9250841875,2.50201032001961,0.0406491390592867,0.0406491390592867,-4.25585736917552,"SNORD127","SNORD127"
"A_23_P142096",-0.931406175,4.5920583875,-2.50158645817652,0.040674439599941,0.040674439599941,-4.25594764222661,"GPR32","GPR32"
"A_21_P0014178",0.450426674999999,4.2957657375,2.50118578903105,0.0406983706791776,0.0406983706791776,-4.25603298628582,"LOC100505531","LOC100505531"
"A_21_P0005484",0.898956325,1.9423562625,2.50112365818934,0.0407020829159731,0.0407020829159731,-4.2560462213091,"XLOC_006389","XLOC_006389"
"A_33_P3309206",0.770305475,3.0129618125,2.50089276741246,0.0407158813974337,0.0407158813974337,-4.25609540748952,"GABRB3","GABRB3"
"A_33_P3376234",-0.396569,8.6847015,-2.50043349971953,0.0407433424617226,0.0407433424617226,-4.25619325442972,"PHTF1","PHTF1"
"A_33_P3393088",-2.1350275,3.318142225,-2.50034889369259,0.0407484034047821,0.0407484034047821,-4.25621128120246,"","A_33_P3393088"
"A_33_P3351290",-1.269083025,4.4242460625,-2.49897908006934,0.0408304328076877,0.0408304328076877,-4.2565032070871,"MZB1","MZB1"
"A_23_P149476",0.848752125000001,7.5691014375,2.49867931682642,0.0408484064004174,0.0408484064004174,-4.25656710664706,"EFCAB2","EFCAB2"
"A_24_P256654",0.840772825000001,8.0693890125,2.4986589042594,0.0408496306200149,0.0408496306200149,-4.25657145813602,"LOC401588","LOC401588"
"A_21_P0004757",0.249575849999999,5.416029875,2.49846761998498,0.040861104505808,0.040861104505808,-4.25661223682556,"XLOC_005748","XLOC_005748"
"A_23_P54488",-1.514454275,4.1064118125,-2.49807208965328,0.0408848403040125,0.0408848403040125,-4.25669656483646,"ACSBG1","ACSBG1"
"A_19_P00317612",0.794581050000001,5.255188725,2.49728497182182,0.0409321175698306,0.0409321175698306,-4.25686440987494,"XLOC_002049","XLOC_002049"
"A_23_P414312",1.283895,2.617320525,2.49719506036872,0.0409375215745401,0.0409375215745401,-4.25688358510711,"KNDC1","KNDC1"
"A_33_P3309809",0.436107375000001,4.9559796375,2.49638517386845,0.0409862318394695,0.0409862318394695,-4.25705633114238,"RHBDD1","RHBDD1"
"A_33_P3355588",0.374139300000001,3.200316325,2.49565885221587,0.041029966925759,0.041029966925759,-4.25721128858546,"","A_33_P3355588"
"A_33_P3407643",1.112637075,2.6420147875,2.49515552507,0.0410603027145781,0.0410603027145781,-4.25731869084791,"C11orf34","C11orf34"
"A_23_P4041",-0.328123124999999,10.8419534375,-2.4948054656359,0.0410814146020771,0.0410814146020771,-4.25739339764284,"PCTP","PCTP"
"A_24_P414269",0.934512999999997,11.31163725,2.49448174809058,0.0411009477776022,0.0411009477776022,-4.25746248970598,"ALG3","ALG3"
"A_33_P3349646",1.5451104,5.503610775,2.49386151120292,0.0411383997165367,0.0411383997165367,-4.25759488745057,"PCDH7","PCDH7"
"A_33_P3292919",0.290318625000001,10.6652199375,2.49365932618485,0.0411506159081202,0.0411506159081202,-4.25763805179623,"TCOF1","TCOF1"
"A_24_P349965",-1.982921775,3.0717779625,-2.49361394457398,0.0411533584173264,0.0411533584173264,-4.25764774064345,"TCF19","TCF19"
"A_33_P3220347",-0.93444085,4.618859175,-2.49338872496356,0.0411669717131551,0.0411669717131551,-4.25769582633889,"CNPY1","CNPY1"
"A_21_P0003356",0.391210075,1.7213050375,2.49330253210649,0.0411721828280761,0.0411721828280761,-4.25771422986791,"XLOC_003521","XLOC_003521"
"A_33_P3238525",-0.575635774999999,6.7285513875,-2.49290571502637,0.0411961826711292,0.0411961826711292,-4.25779896264033,"","A_33_P3238525"
"A_24_P515319",0.988030125000001,5.9560197375,2.4926219437243,0.0412133542440943,0.0412133542440943,-4.25785956276581,"FAM90A7","FAM90A7"
"A_21_P0001956",1.3152138,2.830341225,2.49252339837735,0.0412193191460875,0.0412193191460875,-4.25788060858723,"XLOC_001822","XLOC_001822"
"A_33_P3239347",0.689769024999999,7.2152008625,2.49237167033015,0.0412285049097909,0.0412285049097909,-4.25791301357028,"NKX3-1","NKX3-1"
"A_33_P3233978",0.300205425,6.5615148625,2.49175879456951,0.0412656304703439,0.0412656304703439,-4.25804392204848,"FBXO18","FBXO18"
"A_23_P169017",-1.434346425,2.2943988125,-2.49098511254669,0.0413125462073657,0.0413125462073657,-4.25820921235502,"DEFB103B","DEFB103B"
"A_21_P0002487",0.90344225,2.495551225,2.49047749491146,0.0413433577609559,0.0413433577609559,-4.25831768102073,"XLOC_002256","XLOC_002256"
"A_23_P64873",2.050221,13.341804,2.49018707087711,0.0413609966640272,0.0413609966640272,-4.25837974671986,"DCN","DCN"
"A_32_P169179",-2.0203237,4.86219015,-2.49015558310959,0.0413629095391694,0.0413629095391694,-4.25838647620345,"MSX2P1","MSX2P1"
"A_33_P3371224",0.44163475,9.337823875,2.48993134630487,0.0413765345121004,0.0413765345121004,-4.25843440132942,"ANO10","ANO10"
"A_24_P825874",-0.706951375,2.9382888625,-2.48957270309164,0.0413983358339489,0.0413983358339489,-4.25851105917042,"POTEE","POTEE"
"A_33_P3308446",0.61559175,12.036364875,2.48919795155167,0.0414211289933149,0.0414211289933149,-4.25859116879416,"RHOB","RHOB"
"A_24_P942112",0.930265524999999,4.6743857625,2.48887179012042,0.0414409773211004,0.0414409773211004,-4.25866089869755,"POLR1B","POLR1B"
"A_21_P0008689",-1.13785055,2.85191755,-2.48878147989403,0.0414464748185723,0.0414464748185723,-4.25868020727323,"XLOC_011375","XLOC_011375"
"A_33_P3230526",0.794097700000001,6.162486675,2.48872439268878,0.0414499503026456,0.0414499503026456,-4.25869241294231,"MPRIP","MPRIP"
"A_23_P316472",0.9002757,7.987728775,2.48828082257684,0.0414769651952624,0.0414769651952624,-4.2587872585783,"DNHD1","DNHD1"
"A_23_P406025",1.54374835,7.678734325,2.48758058161387,0.0415196491035365,0.0415196491035365,-4.25893701184054,"PRUNE2","PRUNE2"
"A_33_P3312638",0.439592774999999,5.7710882375,2.48747812441206,0.0415258982798536,0.0415258982798536,-4.25895892590711,"ZNF780B","ZNF780B"
"A_21_P0008578",0.910625725000001,4.0535459875,2.48726729762565,0.0415387602937197,0.0415387602937197,-4.25900402070564,"XLOC_011488","XLOC_011488"
"A_33_P3273073",1.03746325,3.47051415,2.48702043728593,0.0415538258381436,0.0415538258381436,-4.25905682648503,"ALX4","ALX4"
"A_21_P0012850",0.770655075,4.0287141875,2.4869141535435,0.0415603139201497,0.0415603139201497,-4.25907956278081,"XLOC_l2_011793","XLOC_l2_011793"
"A_24_P284523",0.693014375000001,9.8124571875,2.48662022658899,0.0415782620975757,0.0415782620975757,-4.25914244357983,"MAP3K10","MAP3K10"
"A_33_P3311917",1.2204735,6.9496803,2.486377209023,0.0415931076019164,0.0415931076019164,-4.25919443729678,"","A_33_P3311917"
"A_33_P3310366",0.576421125000001,9.9371649375,2.48490222007879,0.0416833291730684,0.0416833291730684,-4.25951009217291,"LOC100132352","LOC100132352"
"A_33_P3226008",0.89691855,7.115974875,2.48401227288302,0.041737862563415,0.041737862563415,-4.25970061194105,"GCET2","GCET2"
"A_21_P0009593",0.7458225,1.785332125,2.48349296022444,0.0417697184698178,0.0417697184698178,-4.25981180950511,"XLOC_012899","XLOC_012899"
"A_21_P0000650",-0.55913775,12.216943875,-2.48342038551843,0.0417741723723941,0.0417741723723941,-4.25982735088842,"ZNF253","ZNF253"
"A_33_P3238866",0.582596375000001,9.5788610625,2.48303900355181,0.0417975857823636,0.0417975857823636,-4.25990902674473,"SBDS","SBDS"
"A_24_P174367",-0.739493875000001,8.6471153125,-2.48303204112384,0.0417980133381211,0.0417980133381211,-4.25991051788739,"PPP1R2","PPP1R2"
"A_33_P3329664",-1.60827215,3.815329975,-2.48180019522412,0.0418737306720314,0.0418737306720314,-4.26017439054564,"ZFP92","ZFP92"
"A_21_P0009763",1.0832634,3.47434615,2.48144326923831,0.0418956960553507,0.0418956960553507,-4.26025086530715,"XLOC_013300","XLOC_013300"
"A_21_P0013772",0.39498585,6.76487375,2.48134684504472,0.0419016320773966,0.0419016320773966,-4.26027152648427,"XLOC_l2_015561","XLOC_l2_015561"
"A_23_P23206",0.632727500000001,9.4242335,2.48073769029309,0.0419391525969873,0.0419391525969873,-4.26040206598071,"MAD2L2","MAD2L2"
"A_23_P89910",0.587979500000001,10.10001625,2.480096029831,0.0419787126837673,0.0419787126837673,-4.26053959671802,"GEMIN7","GEMIN7"
"A_21_P0010585",1.79722095,2.3183809,2.47914149216323,0.0420376335606452,0.0420376335606452,-4.26074423639957,"XLOC_l2_000696","XLOC_l2_000696"
"A_33_P3237393",0.86418525,2.8546109,2.47880816204736,0.0420582291179652,0.0420582291179652,-4.2608157113439,"ZNF140","ZNF140"
"A_33_P3531970",0.598008,1.661421225,2.47797006094515,0.0421100589841556,0.0421100589841556,-4.26099545380531,"LOC643542","LOC643542"
"A_33_P3229215",0.422639425000001,4.5756224625,2.47793090416603,0.0421124821250387,0.0421124821250387,-4.26100385260808,"ATP1A1OS","ATP1A1OS"
"A_21_P0010328",-0.626831825,5.9288263375,-2.47788962299768,0.0421150368849718,0.0421150368849718,-4.26101270717959,"XLOC_014161","XLOC_014161"
"A_33_P3284129",1.3099835,3.636257425,2.47781919191032,0.0421193960086502,0.0421193960086502,-4.26102781448855,"LYPD1","LYPD1"
"A_23_P354387",1.454520375,10.8256920625,2.47717372817116,0.0421593667066171,0.0421593667066171,-4.26116627960358,"MYOF","MYOF"
"A_33_P3357283",-0.824085050000001,4.45057735,-2.47688044301135,0.0421775414462112,0.0421775414462112,-4.26122920394176,"","A_33_P3357283"
"A_33_P3530868",1.082557775,5.1182150875,2.47635059117712,0.0422103965492719,0.0422103965492719,-4.26134289744413,"LOC255654","LOC255654"
"A_21_P0011289",-0.947968900000001,4.066567325,-2.47613574819653,0.0422237260556607,0.0422237260556607,-4.26138900265147,"XLOC_l2_004562","XLOC_l2_004562"
"A_23_P210274",-0.634095,9.79121125,-2.47607979744521,0.0422271981197426,0.0422271981197426,-4.26140101013616,"MOB4","MOB4"
"A_21_P0001935",0.849385675000002,6.8842365125,2.47590278778288,0.0422381845163888,0.0422381845163888,-4.26143899914663,"LOC100505695","LOC100505695"
"A_21_P0012666",0.50903345,1.677577025,2.47588895859119,0.0422390429718269,0.0422390429718269,-4.26144196718834,"XLOC_l2_011120","XLOC_l2_011120"
"A_33_P3289128",0.764208975,7.9977952625,2.47546504549102,0.0422653663444822,0.0422653663444822,-4.26153295390906,"ZBTB42","ZBTB42"
"A_21_P0000286",0.451998,8.60080025,2.47452687479293,0.0423236831606561,0.0423236831606561,-4.26173435881663,"SNORD48","SNORD48"
"A_19_P00322573",1.016395575,7.3183359875,2.47319121167555,0.0424068510095675,0.0424068510095675,-4.26202119258571,"Q9UJ41","Q9UJ41"
"A_32_P160045",-1.436373825,2.2903571625,-2.47272064914663,0.042436191598412,0.042436191598412,-4.26212227274588,"TCTEX1D1","TCTEX1D1"
"A_23_P133904",-0.72904325,3.6518104,-2.47219753186014,0.0424688336008184,0.0424688336008184,-4.26223465843549,"MCCD1","MCCD1"
"A_23_P148513",0.612195375000002,13.8077513125,2.47113929130062,0.0425349457572326,0.0425349457572326,-4.26246206193137,"GNG5","GNG5"
"A_33_P3370959",0.710026375,4.8695953125,2.47085492037957,0.0425527294864519,0.0425527294864519,-4.26252318194653,"BTN1A1","BTN1A1"
"A_23_P10291",-0.994517075,4.7259320625,-2.47054907351563,0.0425718647940692,0.0425718647940692,-4.26258892348882,"CTSE","CTSE"
"A_21_P0014732",0.857960300000001,5.387345075,2.46971807426109,0.0426239009597106,0.0426239009597106,-4.26276757589426,"LOC100508939","LOC100508939"
"A_32_P351277",-0.907949325000001,4.5722276625,-2.46885988983292,0.0426777080877006,0.0426777080877006,-4.26295211837537,"LOC440330","LOC440330"
"A_19_P00318029",0.733779524999999,4.8504199375,2.46883566849529,0.0426792277495016,0.0426792277495016,-4.26295732756272,"XLOC_007600","XLOC_007600"
"A_32_P68148",-0.767413750000001,11.282347625,-2.46871932510856,0.0426865279816222,0.0426865279816222,-4.26298234959011,"ZNF738","ZNF738"
"A_33_P3336387",0.880582499999999,6.032686825,2.4682638683823,0.042715119011582,0.042715119011582,-4.26308031308554,"PAOX","PAOX"
"A_32_P125771",1.081960225,3.4990007625,2.46703480486566,0.0427923710645673,0.0427923710645673,-4.26334473567309,"RGS22","RGS22"
"A_23_P215658",0.660214625000002,10.5104891875,2.46685458858892,0.042803710521662,0.042803710521662,-4.26338351567,"TBRG4","TBRG4"
"A_33_P3254975",-0.99275595,1.95994715,-2.46650530872117,0.0428256964908659,0.0428256964908659,-4.26345868158321,"","A_33_P3254975"
"A_33_P3391076",1.0811534,7.8456378,2.46525202165064,0.0429046822357552,0.0429046822357552,-4.26372845532698,"MBNL2","MBNL2"
"A_21_P0010860",0.74896315,5.652650725,2.46443865095408,0.0429560233158373,0.0429560233158373,-4.26390358863908,"LINC00202","LINC00202"
"A_21_P0012871",-1.21312945,4.026350175,-2.4643921388753,0.0429589611308289,0.0429589611308289,-4.26391360478211,"XLOC_l2_011873","XLOC_l2_011873"
"A_33_P3257523",0.929520250000003,8.796774625,2.46355467580895,0.0430118926707008,0.0430118926707008,-4.26409397152662,"","A_33_P3257523"
"A_23_P502882",-0.373271675,8.0480948375,-2.46296205614666,0.0430493894780754,0.0430493894780754,-4.2642216323031,"CBFA2T2","CBFA2T2"
"A_33_P3279984",-0.4002437,1.60770595,-2.46287981911632,0.0430545955137416,0.0430545955137416,-4.26423934936053,"","A_33_P3279984"
"A_33_P3420500",-0.31511155,1.833302275,-2.46271346890232,0.0430651283340349,0.0430651283340349,-4.26427518897109,"ZDHHC20","ZDHHC20"
"A_33_P3382856",2.189942775,9.5231858625,2.46245163728205,0.043081712129774,0.043081712129774,-4.26433160326103,"DCN","DCN"
"A_23_P256641",0.934673650000001,7.8102328,2.46166319379756,0.0431316899311663,0.0431316899311663,-4.26450150745277,"KCNE1L","KCNE1L"
"A_33_P3356631",0.59454645,5.34257515,2.46033930633084,0.0432157424945409,0.0432157424945409,-4.26478688398175,"ZNF192","ZNF192"
"A_24_P691826",-1.630876725,3.8163330625,-2.46002846204694,0.0432355021430461,0.0432355021430461,-4.26485390537318,"","A_24_P691826"
"A_33_P3219865",-0.67412285,1.69411935,-2.45862041305603,0.0433251248964175,0.0433251248964175,-4.26515757191536,"LOC400620","LOC400620"
"A_23_P98282",0.632598850000001,6.6161821,2.45850677479228,0.0433323663275519,0.0433323663275519,-4.26518208510828,"SPTBN2","SPTBN2"
"A_21_P0009294",0.639441775,2.5571212875,2.45834962594534,0.043342382455846,0.043342382455846,-4.26521598541207,"XLOC_012379","XLOC_012379"
"A_21_P0012956",1.066761225,2.7719563375,2.45816766674915,0.0433539828828162,0.0433539828828162,-4.26525523976386,"XLOC_l2_011793","XLOC_l2_011793"
"A_33_P3354631",1.07949745,3.399853325,2.45772127952197,0.0433824548800263,0.0433824548800263,-4.26535154839778,"LOC100132292","LOC100132292"
"A_33_P3319845",0.528308675000001,4.0800797625,2.45726478921045,0.0434115911550538,0.0434115911550538,-4.26545004970751,"OR51B6","OR51B6"
"A_23_P326303",0.886329725,3.4509590625,2.45721546888735,0.0434147403123523,0.0434147403123523,-4.26546069281053,"GPR61","GPR61"
"A_33_P3343737",1.138498775,5.2715552125,2.45703288555115,0.0434264005037987,0.0434264005037987,-4.26550009479725,"CELA3A","CELA3A"
"A_21_P0012543",-1.54518185,2.1845684,-2.45683768741526,0.0434388698642598,0.0434388698642598,-4.2655422214038,"XLOC_l2_010239","XLOC_l2_010239"
"A_23_P255569",0.370975749999999,9.948077125,2.45663892907556,0.0434515704324878,0.0434515704324878,-4.26558511880836,"DUS1L","DUS1L"
"A_21_P0009714",-1.07953315,3.218576725,-2.456442810589,0.0434641060549463,0.0434641060549463,-4.26562744888841,"XLOC_013045","XLOC_013045"
"A_33_P3380493",0.471346225,5.2248841375,2.45635299306825,0.0434698483071351,0.0434698483071351,-4.26564683584546,"SH3BGRL3","SH3BGRL3"
"A_23_P159406",-3.2595196,6.051173625,-2.45615636877548,0.0434824216966202,0.0434824216966202,-4.26568927862495,"SPRR1B","SPRR1B"
"A_21_P0004855",-1.357712925,2.1782739875,-2.45581197719075,0.0435044532572108,0.0435044532572108,-4.26576362388369,"XLOC_005203","XLOC_005203"
"A_33_P3333054",1.61671915,5.980419275,2.45568671393308,0.0435124694940881,0.0435124694940881,-4.26579066683263,"SYBU","SYBU"
"A_33_P3357149",0.590014674999999,6.7114314875,2.45509018812982,0.0435506650588058,0.0435506650588058,-4.26591946362876,"FAM35A","FAM35A"
"A_23_P115331",0.512754374999998,9.7289644375,2.45372449910839,0.0436382399178356,0.0436382399178356,-4.26621441554511,"AHDC1","AHDC1"
"A_33_P3376806",0.972194924999998,5.4538018875,2.45369568805466,0.0436400893749458,0.0436400893749458,-4.26622063921178,"C10orf67","C10orf67"
"A_33_P3309175",1.227200025,4.0587648375,2.45313927585298,0.0436758227306142,0.0436758227306142,-4.2663408436906,"PLEKHG2","PLEKHG2"
"A_33_P3392330",0.520784800000001,5.09045785,2.45280285425924,0.043697442644745,0.043697442644745,-4.26641353191033,"COQ4","COQ4"
"A_21_P0001233",-1.717293125,2.6015121625,-2.45259333399103,0.0437109128827349,0.0437109128827349,-4.26645880504268,"XLOC_001230","XLOC_001230"
"A_33_P3410659",-1.109130125,4.6834676875,-2.45246781750734,0.0437189844880724,0.0437189844880724,-4.2664859279558,"CLEC12B","CLEC12B"
"A_21_P0012100",0.4507549,7.759796375,2.4523638573786,0.0437256710251331,0.0437256710251331,-4.26650839349285,"XLOC_l2_008381","XLOC_l2_008381"
"A_23_P74299",-2.38348165,2.844259775,-2.45145852523395,0.0437839448565646,0.0437839448565646,-4.26670406220113,"ADORA1","ADORA1"
"A_33_P3386760",-1.126225475,4.0993899625,-2.45112348958418,0.0438055304298257,0.0438055304298257,-4.2667764861826,"CHEK2","CHEK2"
"A_33_P3224371",0.484934749999999,9.273235375,2.4509547570207,0.0438164056172428,0.0438164056172428,-4.26681296341866,"PQBP1","PQBP1"
"A_24_P58488",1.26958265,3.557281175,2.45060537719847,0.0438389327364114,0.0438389327364114,-4.26688849931325,"C2orf73","C2orf73"
"A_24_P306561",0.427905499999998,12.99035775,2.45045450175438,0.0438486644769592,0.0438486644769592,-4.26692112093372,"TCF25","TCF25"
"A_33_P3212092",-0.62792275,10.092788125,-2.44946967087875,0.0439122423889571,0.0439122423889571,-4.26713409166106,"PDCD4","PDCD4"
"A_23_P35092",-0.718409225,1.8365817375,-2.44938269377475,0.0439178619338545,0.0439178619338545,-4.26715290346558,"IL19","IL19"
"A_23_P216549",0.539368,9.0876935,2.44827542317081,0.0439894666817581,0.0439894666817581,-4.26739243030705,"RUSC2","RUSC2"
"A_32_P413094",1.191257925,3.4492008125,2.4481460117861,0.043997843251271,0.043997843251271,-4.2674204298175,"TTTY2","TTTY2"
"A_33_P3677814",0.660698175,5.2176205125,2.44802251794763,0.044005838315748,0.044005838315748,-4.26744714998001,"NPSA","NPSA"
"A_23_P389141",1.59764305,5.995500475,2.44771910292852,0.0440254879200821,0.0440254879200821,-4.26751280344242,"SLFNL1","SLFNL1"
"A_23_P336015",0.846923975000001,7.1727226125,2.44765746830758,0.0440294805698686,0.0440294805698686,-4.26752614074992,"NOC2L","NOC2L"
"A_23_P62115",1.66801675,15.708906875,2.44700385622794,0.0440718440095271,0.0440718440095271,-4.26766759249633,"TIMP1","TIMP1"
"A_23_P30799",-1.19828825,9.874754625,-2.44672151304378,0.0440901568401524,0.0440901568401524,-4.26772870416925,"HIST1H3F","HIST1H3F"
"A_23_P423108",1.350732825,6.1360439125,2.44660507661629,0.0440977112032916,0.0440977112032916,-4.26775390766061,"TDRD10","TDRD10"
"A_33_P3292307",0.597898874999998,6.4555469125,2.44604821315983,0.0441338587300187,0.0441338587300187,-4.26787445640848,"UBIAD1","UBIAD1"
"A_23_P117778",0.731874875000001,9.3147549375,2.44580508260916,0.04414965053679,0.04414965053679,-4.26792709491863,"UBL7","UBL7"
"A_23_P65918",2.06715875,11.392246375,2.4457541430727,0.0441529598947026,0.0441529598947026,-4.26793812395186,"ITPKA","ITPKA"
"A_23_P138139",-0.4145,8.91175475,-2.44575092236297,0.0441531691411544,0.0441531691411544,-4.26793882128038,"OMA1","OMA1"
"A_32_P101860",-0.540867125,8.6964351875,-2.44548102663612,0.0441707076279494,0.0441707076279494,-4.26799725976452,"","A_32_P101860"
"A_21_P0006546",0.33611625,1.694529075,2.44528127355625,0.0441836926787812,0.0441836926787812,-4.26804051371696,"XLOC_008212","XLOC_008212"
"A_33_P3281003",0.577650999999999,4.80606315,2.44520500666483,0.0441886514806539,0.0441886514806539,-4.26805702898493,"","A_33_P3281003"
"A_33_P3381022",-1.015075125,4.2544095875,-2.44510386737305,0.0441952283439351,0.0441952283439351,-4.268078930824,"ICMT","ICMT"
"A_23_P310956",1.086818875,6.9473291625,2.44493975386598,0.0442059024187617,0.0442059024187617,-4.26811447116503,"COL6A2","COL6A2"
"A_21_P0004064",0.915804499999999,2.4425313,2.44493864618778,0.0442059744720363,0.0442059744720363,-4.26811471104898,"XLOC_004565","XLOC_004565"
"A_33_P3416196",-1.81437455,2.266188175,-2.44473077827333,0.0442194981905317,0.0442194981905317,-4.26815972924863,"","A_33_P3416196"
"A_33_P3411848",-0.87135425,8.76752725,-2.44463480358126,0.0442257436595292,0.0442257436595292,-4.26818051551026,"CNFN","CNFN"
"A_33_P3214491",1.2841004,7.94975095,2.44411941200811,0.0442592978058686,0.0442592978058686,-4.2682921491782,"PDE4DIP","PDE4DIP"
"A_33_P3211804",1.22456475,11.736929375,2.44408598570218,0.0442614749003454,0.0442614749003454,-4.26829938987842,"RUNX1","RUNX1"
"A_21_P0001891",1.49024065,2.393981075,2.44357249432587,0.0442949330141762,0.0442949330141762,-4.26841062950299,"XLOC_001603","XLOC_001603"
"A_24_P105733",0.9727794,5.69189355,2.44336182389634,0.0443086674051185,0.0443086674051185,-4.26845627260828,"TNS1","TNS1"
"A_24_P50248",1.358889075,6.3206080375,2.4432393510832,0.0443166538737556,0.0443166538737556,-4.26848280840341,"FAM110C","FAM110C"
"A_33_P3422812",-0.832379500000002,9.207495,-2.44204526576351,0.0443945978126676,0.0443945978126676,-4.26874157605235,"C7orf73","C7orf73"
"A_21_P0012591",-2.159554925,6.0661755375,-2.44162066891637,0.0444223472783686,0.0444223472783686,-4.26883361092443,"UGT2B11","UGT2B11"
"A_23_P67702",-0.819145750000001,10.479941875,-2.44149051420015,0.0444308570854806,0.0444308570854806,-4.26886182528208,"ZNF85","ZNF85"
"A_19_P00317553",0.533639174999999,4.9404760375,2.44069987804935,0.0444825866122133,0.0444825866122133,-4.26903323851816,"XLOC_011803","XLOC_011803"
"A_23_P162861",1.388713625,2.1298868875,2.44011595227003,0.0445208312279812,0.0445208312279812,-4.26915986106116,"SERPINE3","SERPINE3"
"A_24_P306304",-0.4615457,1.619570975,-2.44011353220562,0.0445209898019403,0.0445209898019403,-4.26916038588898,"PRAMEF16","PRAMEF16"
"A_23_P67618",-0.666574925,5.6283178625,-2.44001015949699,0.0445277638073419,0.0445277638073419,-4.2691828041754,"ZNF792","ZNF792"
"A_21_P0010905",0.664802975000001,4.7876428125,2.4397154009357,0.0445470851209119,0.0445470851209119,-4.26924673168001,"GUCY2GP","GUCY2GP"
"A_33_P3423551",0.896429874999997,12.1500309375,2.43947381103376,0.044562927664181,0.044562927664181,-4.26929913194883,"IER3","IER3"
"A_33_P3357530",-0.415483000000002,12.05869125,-2.43941861911147,0.0445665477509207,0.0445665477509207,-4.26931110345363,"SLC12A7","SLC12A7"
"A_33_P3354792",0.7664656,2.220497825,2.43899470753073,0.0445943625465067,0.0445943625465067,-4.26940305908749,"LOC441179","LOC441179"
"A_23_P8571",0.512706749999999,8.082791875,2.4385451910671,0.0446238768571134,0.0446238768571134,-4.26950058118795,"SRCRB4D","SRCRB4D"
"A_21_P0001780",-0.4219547,3.615360175,-2.43849800654954,0.0446269760560013,0.0446269760560013,-4.26951081854575,"XLOC_001666","XLOC_001666"
"A_21_P0013335",0.777718475,1.8952790375,2.43845170590146,0.044630017414793,0.044630017414793,-4.26952086426998,"XLOC_l2_013910","XLOC_l2_013910"
"A_33_P3579391",1.177689325,2.2252029375,2.43787724778448,0.044667769639516,0.044667769639516,-4.26964551395447,"SNORA77","SNORA77"
"A_33_P3318027",0.568267500000001,12.70538,2.43703148298047,0.0447234112329751,0.0447234112329751,-4.26982907087916,"CSNK2B","CSNK2B"
"A_21_P0005981",1.046847375,2.5284679625,2.43677817515099,0.0447400898088824,0.0447400898088824,-4.26988405510588,"XLOC_007253","XLOC_007253"
"A_33_P3347035",0.464474024999999,5.4545276375,2.43637852417373,0.0447664170506909,0.0447664170506909,-4.26997081339437,"","A_33_P3347035"
"A_33_P3365142",-1.016217625,2.0909194125,-2.43632482944302,0.0447699554334566,0.0447699554334566,-4.26998247047877,"GAD1","GAD1"
"A_33_P3407424",1.182494375,11.1930314375,2.43586696609589,0.0448001394328465,0.0448001394328465,-4.27008187953194,"CDC42EP1","CDC42EP1"
"A_23_P78771",0.425042249999999,9.196127625,2.43575850827132,0.0448072924208429,0.0448072924208429,-4.27010542927272,"NUCB1","NUCB1"
"A_21_P0010742",0.805046425,4.5378607375,2.43570487165769,0.0448108302846609,0.0448108302846609,-4.27011707580572,"XLOC_l2_000636","XLOC_l2_000636"
"A_21_P0006567",1.501151525,3.8483579125,2.43561892891813,0.0448164996536736,0.0448164996536736,-4.27013573759039,"TCEAL3","TCEAL3"
"A_21_P0011318",0.62470855,4.002486025,2.43557884199645,0.0448191443119726,0.0448191443119726,-4.27014444230458,"XLOC_l2_004640","XLOC_l2_004640"
"A_33_P3255914",-1.26003,9.9008515,-2.43484457268611,0.0448676146650571,0.0448676146650571,-4.27030390359409,"MYLIP","MYLIP"
"A_23_P3592",0.595606525000002,6.4716694125,2.43465868825204,0.0448798937368946,0.0448798937368946,-4.27034427743281,"HSF4","HSF4"
"A_21_P0014336",0.781798125,4.3000195125,2.43444983622928,0.0448936941040392,0.0448936941040392,-4.2703896423587,"LOC100506735","LOC100506735"
"A_24_P945181",0.542506850000001,5.296618925,2.43436004019223,0.044899628917219,0.044899628917219,-4.27040914786484,"RBM15B","RBM15B"
"A_23_P205575",1.21284725,8.872174375,2.43369781935515,0.0449434213760816,0.0449434213760816,-4.27055301101113,"GPR135","GPR135"
"A_23_P500956",0.4312755,8.25253475,2.43319678859807,0.0449765834968536,0.0449765834968536,-4.27066187475086,"B3GNT2","B3GNT2"
